TrueLabel,CNN_Prob,Severity_Norm,FuzzyRiskScore,RiskCategory
Ball_007,0.68935716,0.0678312061812208,53.92204427844377,Warning
Normal,0.9982346,0.008877170607082428,53.33405236321137,Warning
Normal,0.9981281,0.00813115975480068,53.333937330951464,Warning
IR_007,0.9952325,0.2769287818503888,53.819180149608265,Warning
OR_007,0.999944,0.9514305530348656,86.58583950708616,Critical
IR_007,0.996958,0.2774465318776729,53.82071078632007,Warning
IR_014,0.93206084,0.1303209136524728,53.46252722770171,Warning
IR_007,0.9990588,0.26878579391753205,53.79531783526492,Warning
IR_007,0.9990189,0.2694101323319388,53.797133230553,Warning
OR_014,0.5654209,0.07109347620647295,54.34748153764887,Warning
OR_014,0.8048217,0.07599577257518335,53.599482996691314,Warning
Ball_014,0.5488953,0.17797509294402794,54.40889724434518,Warning
IR_007,0.99930966,0.266903974077232,53.78986045301196,Warning
OR_014,0.8313218,0.07468112741952773,53.538970189992696,Warning
Normal,0.9984805,0.004394949340779592,53.333510880773616,Warning
OR_014,0.9212888,0.08723110835593681,53.39484641235182,Warning
Ball_014,0.42028543,0.0771685537565027,28.130670665395268,Safe
IR_007,0.9990903,0.27935211917095754,53.826357969085,Warning
OR_021,0.7490734,0.6338252903899921,83.58270825660743,Critical
Ball_007,0.6363689,0.092559543140529,54.09565591227893,Warning
OR_014,0.49324757,0.05271059727663887,52.48258704695022,Warning
Normal,0.99813145,0.007234964800966546,53.33381223193572,Warning
OR_007,0.99051887,0.6638396407139583,83.98422530370031,Critical
Ball_007,0.62446046,0.0952099684038883,54.13647833427083,Warning
Normal,0.9976356,0.01045838138600299,53.33432873963195,Warning
IR_014,0.9879382,0.12916675674828423,53.460449897049244,Warning
OR_007,0.9999701,0.9008374380934383,86.35412724944479,Critical
IR_014,0.9883405,0.09971416262676593,53.412277587044585,Warning
OR_014,0.88949466,0.07599676478736721,53.42881647428512,Warning
Normal,0.99836856,0.012022884521647553,53.33464546429989,Warning
Ball_007,0.62774605,0.06572693212944695,54.125153241117175,Warning
Ball_014,0.9903176,0.039632443399503066,53.34697598237886,Warning
OR_021,0.9125487,0.14756208460756778,53.49515243736999,Warning
OR_014,0.83860636,0.07671538827912688,53.52339349526661,Warning
OR_007,0.99998474,0.8273017736815084,85.80893128469361,Critical
Normal,0.9987097,0.007532333679972841,53.33385215391953,Warning
IR_007,0.98238856,0.31505040153478947,53.93595196347624,Warning
Normal,0.99774784,0.007497342260964418,53.33384737436575,Warning
Ball_014,0.5111841,0.0506977692151191,54.552501722643534,Warning
OR_021,0.71826607,0.5758434127649555,78.70817838716627,Warning
IR_021,0.6221328,0.33320935895020576,54.14452979429447,Warning
OR_014,0.62703234,0.0863746901221868,54.12760933711811,Warning
Ball_021,0.8562298,0.1074966136705791,53.48772596589939,Warning
IR_014,0.97118056,0.14679436193890086,53.49363764939331,Warning
Ball_007,0.5772316,0.09331028268278366,54.30419030372906,Warning
OR_007,0.98910856,0.6504850929393422,83.80764724412371,Critical
IR_014,0.9944983,0.12657056029524313,53.45582741419378,Warning
OR_014,0.77738595,0.08088459788272603,53.668018537458806,Warning
OR_021,0.6664465,0.33588037140890414,54.00302732975221,Warning
IR_021,0.8879778,0.378772956479694,54.14766900859881,Warning
IR_007,0.9970529,0.23790633572299244,53.70860349688865,Warning
IR_021,0.64470434,0.40074879592314894,54.29039632062611,Warning
OR_014,0.6237473,0.09890883637759931,54.138942719042674,Warning
OR_007,0.9979778,0.8713882965328147,86.1621769428072,Critical
IR_007,0.9978169,0.2453478175808058,53.72893349235647,Warning
Ball_014,0.99771845,0.0210751077284979,53.33730637370445,Warning
Normal,0.9980124,0.008754831819457992,53.33403282201071,Warning
OR_014,0.52366793,0.06268472134762822,54.504451873995954,Warning
Normal,0.99809414,0.008498734462402862,53.33399277492635,Warning
Ball_014,0.7992582,0.11029209001636546,53.612916311682454,Warning
OR_007,0.95439464,0.5593113257631588,75.79242584243597,Warning
OR_007,0.98635614,0.5900403964488835,81.2716453268247,Critical
OR_021,0.735156,0.3642360879627152,54.097714642425636,Warning
IR_021,0.8702856,0.505992957096726,66.8038320158321,Warning
OR_007,0.63655335,0.533957708498994,71.44605827267571,Warning
Ball_021,0.82441574,0.09339636398257962,53.55416922374388,Warning
OR_007,0.999864,0.7259215687827135,84.75687144627119,Critical
IR_021,0.8697085,0.5225271869973963,69.53152476970641,Warning
Normal,0.99756634,0.008693730195638379,53.334023161594224,Warning
IR_014,0.9650333,0.11385234917923898,53.43421287351446,Warning
OR_007,0.96191114,0.7748622896518572,85.30158843695935,Critical
IR_014,0.973078,0.12761736317658628,53.457682813708615,Warning
IR_007,0.99713147,0.2914390779829037,53.862669289300676,Warning
Ball_021,0.67494786,0.10000021003925949,53.96788552232978,Warning
IR_007,0.99944943,0.2607162525747948,53.77206976781974,Warning
IR_007,0.9976834,0.25836606797925854,53.76537527113196,Warning
Ball_014,0.7061139,0.09947752501531706,53.87012215597501,Warning
Ball_007,0.6193552,0.0689191308228693,54.15416776294659,Warning
OR_007,0.9999907,0.8688218563829507,86.14368405860434,Critical
OR_007,0.9983223,0.6559430029409326,83.88022433216862,Critical
Ball_021,0.34079552,0.10189353102947171,21.271099097680818,Safe
OR_014,0.6863308,0.07992838906454124,53.93158273547047,Warning
OR_021,0.86033547,0.6193984762806799,83.38393059195293,Critical
Ball_021,0.39147156,0.10637406855310111,22.396891913684875,Safe
Ball_014,0.8158654,0.052359478204783726,53.573552520652214,Warning
IR_014,0.9921894,0.09828475625028253,53.41018747266636,Warning
Ball_021,0.860464,0.11555332320393802,53.479598477547576,Warning
OR_014,0.7830334,0.07507183616335472,53.65345057108732,Warning
IR_021,0.8907601,0.4273281354466205,56.837301860166754,Warning
OR_007,0.9967595,0.8707514978304601,86.15761369368994,Critical
Ball_007,0.7262888,0.07560791747186328,53.8097037041294,Warning
OR_014,0.73014504,0.06016530381614435,53.798428116524,Warning
IR_014,0.9866486,0.09018599550392276,53.39880291398115,Warning
Ball_021,0.8168124,0.094356601682758,53.57137547796733,Warning
IR_014,0.99065244,0.13120597141586035,53.464129485384,Warning
Ball_014,0.991544,0.030671074985348847,53.341620051667284,Warning
IR_021,0.64221513,0.5396405430798132,72.40991689902091,Warning
OR_007,0.99871075,0.8851357794833248,86.25652540327893,Critical
OR_021,0.8664043,0.632453780070884,83.56396737318829,Critical
IR_014,0.97189283,0.08097940971904598,53.386831971592464,Warning
Ball_021,0.8175023,0.10764010034198541,53.569794121489366,Warning
OR_014,0.76335615,0.07375827858557972,53.7051914959545,Warning
Ball_007,0.6339448,0.08491012721819063,54.10391504110502,Warning
IR_014,0.9942761,0.12070401403668685,53.44564218320488,Warning
OR_021,0.9717121,0.2519745244883848,53.74734650160839,Warning
OR_007,0.99974364,0.7149492490089325,84.62650919422576,Critical
Ball_021,0.6359188,0.10074979851687234,54.097187402190784,Warning
IR_021,0.71775967,0.3335642629523316,53.99546187263394,Warning
OR_007,0.9955052,0.7588558003575882,85.1303856224546,Critical
IR_007,0.9990675,0.254022523270846,53.75309485126509,Warning
OR_021,0.9474869,0.7124610320391834,84.59655641847645,Critical
Ball_007,0.6977966,0.07188023412504357,53.89570284531082,Warning
OR_007,0.99999857,0.9442323094037889,86.56127584478354,Critical
Ball_014,0.99685127,0.022989726395352725,53.33804651538775,Warning
Normal,0.99868447,0.012980446177083656,53.33486040744775,Warning
OR_014,0.75933087,0.07740303726286792,53.71610798929539,Warning
OR_014,0.78482205,0.05647635501419507,53.648885098426405,Warning
Normal,0.9982035,0.011673642068434483,53.33457104782111,Warning
OR_014,0.6471344,0.07453353851193328,54.05929626200902,Warning
OR_021,0.99651057,0.8385962322192101,85.90634073664094,Critical
Ball_007,0.5970386,0.06124890321218937,54.23276903729121,Warning
OR_021,0.95229656,0.7394710979192392,84.91386069775652,Critical
Ball_007,0.72098285,0.06246800251611989,53.82536374216288,Warning
IR_021,0.5181179,0.500129693380964,65.84765540695238,Warning
OR_021,0.68756604,0.5405092643772057,72.55749184142236,Warning
Ball_014,0.43190566,0.20142784089996657,31.613074924697678,Safe
OR_014,0.79962295,0.07032740385242296,53.612028100010605,Warning
Ball_007,0.7407632,0.06874833155729433,53.76785152706191,Warning
Ball_014,0.59848905,0.08752713647266167,54.22759906184176,Warning
IR_021,0.87792873,0.4069808865095173,54.86357216920988,Warning
OR_021,0.91630435,0.2644922458809118,53.78289811456411,Warning
Ball_007,0.69244546,0.06747793663707465,53.91236065007446,Warning
Ball_014,0.87576133,0.011485540736509309,53.451735424106026,Warning
Ball_021,0.9459497,0.23547631241695371,53.70204578637358,Warning
OR_007,0.99117494,0.5802343862436765,79.49532646821689,Warning
OR_021,0.65663344,0.505064847293407,66.65212002805471,Warning
IR_021,0.841137,0.4270855487388937,56.8125167849592,Warning
Ball_014,0.98861104,0.03360461268621167,53.343234969246524,Warning
OR_014,0.86299574,0.08367962531757972,53.47482329135567,Warning
IR_007,0.99863154,0.26338449383370977,53.779712232547176,Warning
Ball_007,0.727853,0.06849147575458894,53.80511917737138,Warning
Ball_007,0.72726184,0.06056654469519078,53.8068500746813,Warning
IR_021,0.8666981,0.44520961204625653,58.74051780865425,Warning
IR_007,0.9995146,0.265996207180142,53.78723564355126,Warning
Normal,0.98865217,0.01199896652254508,53.33464029993411,Warning
OR_021,0.99200964,0.45514693137630574,59.87563747535817,Warning
OR_007,0.99989736,0.8618839686155665,86.0923505153878,Critical
OR_014,0.74031234,0.07714282270471781,53.76913554920307,Warning
Ball_007,0.7252215,0.07442535526719105,53.81284022343743,Warning
IR_021,0.89662915,0.44567036996879866,58.79214449798809,Warning
Ball_007,0.69935477,0.08818815945861071,53.89088148765991,Warning
Ball_014,0.9897864,0.03409536306639006,53.343518392503555,Warning
IR_014,0.9934797,0.12355354734170024,53.45054403227273,Warning
Ball_014,0.6373704,0.057040419265533354,54.09225118786533,Warning
OR_007,0.9997049,0.7085457172555966,84.54913802525152,Critical
Normal,0.9977393,0.01201435556122072,53.334643621584675,Warning
IR_014,0.9944882,0.0950658695755883,53.40556884968872,Warning
IR_007,0.99884903,0.2519925686409734,53.74739702999707,Warning
Ball_014,0.95967185,0.04235696084766158,53.34885007905439,Warning
IR_021,0.86115515,0.5427377457176317,72.9358749057509,Warning
IR_021,0.8394259,0.4207864919517134,56.176122088097266,Warning
IR_021,0.87296546,0.4880380383224546,64.09309528610619,Warning
Ball_007,0.80134994,0.06483767169429952,53.60783714252826,Warning
OR_021,0.92706776,0.6729963028859546,84.10329638120574,Critical
Ball_021,0.55101323,0.06731710201539755,54.40097267879321,Warning
OR_021,0.71862483,0.4687481509090073,61.52958702043093,Warning
Ball_014,0.8570329,0.13364795328256335,53.48617091413108,Warning
Ball_014,0.9841224,0.03814688128744629,53.34600182527314,Warning
Ball_014,0.57293624,0.06497242236859786,54.31987522929124,Warning
Ball_007,0.7717374,0.06200439636051199,53.6828186820821,Warning
Ball_007,0.7891375,0.06782225556658122,53.637967803654405,Warning
Ball_021,0.89889497,0.176866711625437,53.55703704247018,Warning
Ball_007,0.765621,0.07263757807464512,53.69909779226712,Warning
IR_014,0.9819282,0.0801952008036483,53.385861312101966,Warning
OR_014,0.82072955,0.06576873554963175,53.56245000314328,Warning
OR_021,0.9561681,0.35565779488879967,54.06867597575021,Warning
OR_021,0.7644132,0.37145562196652493,54.12240854497422,Warning
IR_007,0.99720544,0.24826547482943082,53.7370050861382,Warning
Ball_007,0.67651504,0.05887384219134897,53.962847994247426,Warning
Normal,0.9978017,0.00952731076158694,53.33416065612327,Warning
IR_007,0.99865365,0.2781450658385372,53.822778393658986,Warning
OR_007,0.999985,0.8869052981982917,86.26807813750088,Critical
IR_014,0.99525297,0.1311526687983957,53.464032762292796,Warning
OR_007,0.9999933,0.8576075993763566,86.0597520563,Critical
Ball_014,0.7460851,0.05451244031407219,53.75279208003933,Warning
IR_014,0.75455034,0.11067625945539185,53.72921429579798,Warning
Normal,0.9982377,0.010345100094129636,53.334307473445435,Warning
Ball_007,0.72980434,0.08116483016288373,53.799420696062874,Warning
Ball_021,0.81149024,0.07933382336109517,53.58370669004838,Warning
OR_021,0.9983998,0.9434962807734717,86.5585968621712,Critical
Ball_014,0.99673444,0.029031101296885038,53.34077692255399,Warning
OR_007,0.9925666,0.6068077726992601,83.20755945973251,Critical
Ball_014,0.7894827,0.08387245335524854,53.6371004386803,Warning
IR_021,0.7375487,0.48304005581379705,63.40018210397313,Warning
IR_007,0.99626464,0.2805453692680182,53.82990503489619,Warning
OR_021,0.8068504,0.464366432150169,60.982452019895454,Warning
OR_021,0.50910634,0.12276128350261398,54.560546273856524,Warning
Ball_007,0.7632034,0.0702623643197444,53.705603786378894,Warning
Ball_021,0.43205878,0.08908015820429634,31.6607259937998,Safe
Ball_007,0.53674173,0.05694008024822833,54.45466757024792,Warning
OR_021,0.93322206,0.7131575507433372,84.60495533552714,Critical
IR_021,0.8308781,0.5496354918764638,74.11654873147185,Warning
OR_014,0.7717032,0.0715188489893429,53.68290901499694,Warning
Normal,0.99833953,0.010373868976905034,53.334312852817874,Warning
IR_007,0.99960333,0.28914998065814235,53.85572808695786,Warning
Ball_021,0.51567477,0.06792697160748619,54.53516078231148,Warning
IR_007,0.9920919,0.2963248505269531,53.87758304237949,Warning
Normal,0.998517,0.010060263851362211,53.33425499918942,Warning
OR_014,0.8477754,0.07670174159530196,53.504472592445474,Warning
Ball_014,0.9959467,0.016910777858529007,53.33590865989096,Warning
IR_007,0.9985318,0.247799321801922,53.735711731056206,Warning
IR_014,0.9912179,0.0882181071815675,53.39615607282286,Warning
IR_021,0.89223444,0.4626630243535876,60.772604550516675,Warning
Normal,0.9986218,0.008339230689293235,53.3339684209528,Warning
IR_007,0.995275,0.28723233080873917,53.849936162885164,Warning
IR_007,0.99867404,0.2502297186110117,53.742470552405806,Warning
OR_007,0.99552155,0.8575476271234158,86.0592897783524,Critical
Normal,0.99764687,0.005892215560099414,53.33365167198717,Warning
Ball_021,0.8005431,0.10048762675727367,53.609792157909276,Warning
OR_014,0.8158259,0.0853746644563958,53.57364352969296,Warning
OR_014,0.79186594,0.07802932947113315,53.63113723131452,Warning
Ball_007,0.7684475,0.06677827199178692,53.691542512629205,Warning
OR_014,0.72324926,0.08090354022706037,53.81865417752198,Warning
IR_007,0.9981458,0.28599454332107904,53.846208819644254,Warning
Ball_007,0.71867985,0.07469293095229922,53.83221263769111,Warning
Ball_014,0.70937735,0.08008987457022423,53.86019024293531,Warning
OR_007,0.99987924,0.7808769670708998,85.36405666304553,Critical
OR_021,0.3898013,0.10824548692463214,22.358763302628493,Safe
Ball_014,0.77719754,0.05508300886795357,53.66850853347026,Warning
IR_014,0.98546547,0.10680907535232946,53.42300220161163,Warning
Ball_021,0.93269616,0.22883644079489768,53.6843348770386,Warning
IR_007,0.9990157,0.25339757217098585,53.751337865882775,Warning
IR_007,0.99757546,0.24026631315225855,53.71501061516776,Warning
Normal,0.99765104,0.005697941232287261,53.33363112142647,Warning
IR_021,0.8867855,0.44984239974344287,59.2639501616963,Warning
Normal,0.99523085,0.0032095463345726046,53.33354227217596,Warning
Ball_007,0.5292998,0.0690646665674789,54.48293764258943,Warning
OR_007,0.9976864,0.7775007293095796,85.3291193690066,Critical
Ball_014,0.4616469,0.0699343638582901,41.89652655111864,Safe
IR_007,0.99679583,0.24989372332188364,53.74153386765423,Warning
OR_007,0.9996332,0.7402750570483259,84.92303286987858,Critical
Normal,0.9976114,0.006333208347224165,53.33370083870478,Warning
OR_007,0.99932003,0.7272612041755685,84.77259223483436,Critical
IR_014,0.98913586,0.09118130405091959,53.400159586362435,Warning
OR_014,0.6345419,0.07405705964925054,54.10187814128069,Warning
Ball_007,0.6200197,0.05319704429566721,54.151859107847336,Warning
IR_007,0.99761707,0.24445930786105613,53.726486631699686,Warning
IR_021,0.86974275,0.5161082217356787,68.46644521013373,Warning
Ball_021,0.7166795,0.06569279191429189,53.83818657566074,Warning
Ball_014,0.7632655,0.08897869071964151,53.70543614849641,Warning
IR_014,0.98858565,0.08929095168988659,53.3975932001343,Warning
IR_007,0.9938008,0.23197499227942492,53.69266836638663,Warning
IR_021,0.8808401,0.553538249120277,74.79158828518808,Warning
OR_007,0.9999844,0.8947169519605422,86.31741302744288,Critical
IR_021,0.9192819,0.4154084590447218,55.65633352904988,Warning
Ball_014,0.4806768,0.16823737466276706,48.43474886580358,Safe
IR_014,0.9785649,0.07659158803415216,53.38150182523813,Warning
OR_014,0.86366564,0.08754600495803172,53.47357048221789,Warning
Ball_014,0.49808288,0.12728539199929817,53.99970217734512,Warning
Ball_021,0.8632444,0.09210824521871315,53.474357715365876,Warning
Normal,0.99466276,0.004921627282935067,53.3335947680712,Warning
OR_007,0.9997887,0.7359674141124164,84.87369914439894,Critical
Ball_021,0.7510361,0.09079137989401805,53.738945530475945,Warning
Normal,0.99776506,0.01255013706953612,53.33476184171108,Warning
Ball_021,0.6588979,0.07822194128007003,54.02017967147872,Warning
IR_021,0.87368464,0.47667691019130476,62.548257696097416,Warning
IR_021,0.87411654,0.4918187870431915,64.62907641211919,Warning
Ball_021,0.76535326,0.09014342886246574,53.69981633463795,Warning
OR_021,0.8628091,0.2746540860087239,53.81247428852143,Warning
Ball_014,0.6772691,0.06144138376526936,53.960428605073446,Warning
IR_014,0.9935749,0.08978287798908327,53.39825686408185,Warning
IR_007,0.9983911,0.26435359464612684,53.78249893867505,Warning
Ball_021,0.72959256,0.09089070054937946,53.800038027279264,Warning
OR_007,0.9996377,1.0,86.66666180868701,Critical
Ball_014,0.9968014,0.03654320875036365,53.34498835173253,Warning
OR_007,0.97033274,0.6980603910469851,84.4204574588233,Critical
Ball_007,0.73971474,0.06442668311881579,53.770839478544026,Warning
Normal,0.99228996,0.0026837945949096617,53.33387676420042,Warning
IR_007,0.99666494,0.26051442857305,53.77149350849018,Warning
OR_021,0.9858483,0.7692494097940921,85.24236340517135,Critical
IR_021,0.8264149,0.5453970205309213,73.38929475873083,Warning
Ball_021,0.67855835,0.08457804606316718,53.956298773545946,Warning
Normal,0.99837995,0.009605311902812464,53.334174150743756,Warning
OR_014,0.63116366,0.062295030055402684,54.11342293413688,Warning
Ball_014,0.9593388,0.044116386631040436,53.350119943898484,Warning
IR_007,0.99700123,0.3052621189827911,53.90520552207311,Warning
Ball_021,0.86537933,0.3238314296830871,53.963960616630416,Warning
Ball_007,0.56774086,0.0537849169021493,54.338937656860296,Warning
OR_014,0.69481564,0.0777462454042975,53.904963329362985,Warning
Normal,0.998454,0.010759241760440083,53.334386314928004,Warning
IR_007,0.9992175,0.2540119494711305,53.75306510324643,Warning
IR_007,0.9992878,0.2550184159307214,53.75589988116752,Warning
Ball_014,0.7273616,0.11360273447977642,53.806557779229124,Warning
Ball_007,0.48851064,0.06900659623318552,50.97613900665874,Warning
IR_014,0.9878197,0.14251351776672574,53.48529542081856,Warning
Ball_014,0.5738675,0.10398630262950057,54.31646881032623,Warning
OR_007,0.99999,0.8187687756701005,85.73239335695787,Critical
IR_021,0.8960924,0.4263079562486452,56.73321194080538,Warning
OR_007,0.9999651,0.803608541148253,85.59043421056815,Critical
OR_021,0.9594089,0.7135171571789708,84.6092872675813,Critical
IR_007,0.99319047,0.26932950553268153,53.79689865764889,Warning
Ball_007,0.7833989,0.07312230911419722,53.65251560301974,Warning
IR_014,0.9914386,0.1179662588351021,53.44101433158751,Warning
OR_014,0.8304268,0.08144062417791154,53.54091640582207,Warning
OR_021,0.67737687,0.44330583547260144,58.5281862703183,Warning
Normal,0.9984396,0.010076256543987165,53.33425790760539,Warning
Normal,0.9980325,0.006302017457353593,53.33369724642993,Warning
Normal,0.99830973,0.01102232727747573,53.334437963804355,Warning
OR_021,0.9192774,0.7071165587186838,84.53174298481068,Critical
IR_007,0.99903584,0.2765642488806922,53.81810342581285,Warning
Ball_014,0.98631763,0.03154681964371799,53.34208786883499,Warning
Ball_021,0.72103053,0.1125902167677313,53.825222264966776,Warning
Normal,0.9977416,0.005524434848020483,53.333613342039065,Warning
IR_007,0.99880326,0.24459266902875296,53.726853560015215,Warning
Ball_021,0.8352565,0.10198756546069106,53.530497595409166,Warning
Normal,0.9979625,0.01128403337759422,53.33449054596842,Warning
Ball_021,0.8478187,0.09823168902674609,53.50438514661001,Warning
Normal,0.9989052,0.012238675662910785,53.334692508983274,Warning
Ball_021,0.8267803,0.10701231332658967,53.548918592946514,Warning
Normal,0.9977858,0.009646429298926583,53.33418130751923,Warning
OR_014,0.8391004,0.09827388616893602,53.52235429533352,Warning
Ball_021,0.86156416,0.09722653988899799,53.47751558775863,Warning
IR_014,0.99557036,0.11149588432670678,53.43040059445053,Warning
Ball_021,0.7924912,0.08580614359408224,53.62957986718979,Warning
OR_021,0.8476051,0.27517178102763384,53.81399775650022,Warning
Ball_014,0.8645069,0.05576721949212508,53.47200356748731,Warning
IR_021,0.9033711,0.4595769964036468,60.39727100435044,Warning
Ball_014,0.94143254,0.04071699243590413,53.36226943805439,Warning
Ball_021,0.88335633,0.12164966904297772,53.44725935753017,Warning
OR_021,0.7123463,0.5681782173713948,77.3495979243539,Warning
OR_021,0.55682355,0.1156106800892487,54.379312577674604,Warning
Ball_014,0.99414563,0.033957464541984575,53.34343836984006,Warning
Ball_007,0.65913403,0.06957906099857807,54.01940111567332,Warning
Ball_014,0.8369797,0.05136763081676479,53.526830602129955,Warning
OR_007,0.769558,0.4749513102262484,62.32326509031525,Warning
IR_021,0.8300279,0.4625265906013545,60.75586408116893,Warning
OR_021,0.9870094,0.7567620023461732,85.10747265850972,Critical
Normal,0.99867034,0.010705272548273062,53.33437586986616,Warning
Ball_014,0.63298994,0.12516720101031675,54.10717557777276,Warning
Ball_007,0.701412,0.0650456699185288,53.88453627451702,Warning
OR_007,0.99315345,0.7463361947648158,84.9916558175663,Critical
Normal,0.9965827,0.006537947101825998,53.333724851864524,Warning
IR_007,0.9969512,0.25345010183756717,53.7514854509242,Warning
Normal,0.99728477,0.012323439407995403,53.33471121042202,Warning
OR_007,0.9999571,0.7657484134837679,85.20497582178167,Critical
OR_014,0.7596827,0.07291510511271948,53.71514941456411,Warning
IR_021,0.8517485,0.4449038215595266,58.706306283886356,Warning
OR_014,0.68009335,0.08560300419063815,53.95139282011485,Warning
IR_007,0.99692047,0.2828447205782472,53.83676360251654,Warning
OR_014,0.83394605,0.09956350423471508,53.533304124072934,Warning
IR_021,0.87379485,0.4169350509973751,55.80227973228603,Warning
Normal,0.99899155,0.020007701151775213,53.3369202789707,Warning
Ball_014,0.99307585,0.02797391748597053,53.34025630362561,Warning
Normal,0.99807394,0.0061395643829178365,53.333678818955505,Warning
Normal,0.9928188,0.005095312066881076,53.33380518608771,Warning
IR_021,0.84774345,0.42083803054840163,56.1812745968048,Warning
OR_021,0.9880216,0.5252077482569532,69.97905547727387,Warning
OR_014,0.84214205,0.07955182902164364,53.51600560245387,Warning
Ball_021,0.82813686,0.0968486948423285,53.5459281499491,Warning
Ball_007,0.67270184,0.05722001375356171,53.975126714690525,Warning
Ball_007,0.61079365,0.05145174908986902,54.18408034765751,Warning
Ball_014,0.6238976,0.10107356614238454,54.13842309042732,Warning
Ball_014,0.9918383,0.030994117650067723,53.34179119813603,Warning
Ball_021,0.6497895,0.07618485846901536,54.050410627517294,Warning
IR_021,0.7392085,0.34924807254002815,54.04719786874481,Warning
Ball_014,0.69261616,0.08675144218107446,53.91182686444265,Warning
IR_021,0.90276,0.42281206435470653,56.37928894120305,Warning
Ball_021,0.8349203,0.09925652585745623,53.5312162114335,Warning
IR_007,0.9983765,0.24120279467697325,53.717563499736684,Warning
IR_021,0.6574806,0.6188989033910116,83.37698312553411,Critical
IR_007,0.9983707,0.2785414202722647,53.82395285474192,Warning
IR_007,0.9980413,0.2620944694400972,53.776011751651644,Warning
OR_021,0.87030286,0.6429635653443635,83.70671861928112,Critical
